年月,统计项目,医生编号,医生,医生等级,报告数量,审核数量,总数量
2024-04,CT报告、审核总数,15,陈可欣,中级,15,1,16
2024-05,CT报告、审核总数,15,陈可欣,中级,22,0,22
2024-06,CT报告、审核总数,15,陈可欣,中级,35,1,36
2024-07,CT报告、审核总数,15,陈可欣,中级,29,0,29
2024-08,CT报告、审核总数,15,陈可欣,中级,8,0,8
2024-09,CT报告、审核总数,15,陈可欣,中级,11,0,11
2024-10,CT报告、审核总数,15,陈可欣,中级,25,0,25
2024-11,CT报告、审核总数,15,陈可欣,中级,40,0,40
2024-12,CT报告、审核总数,15,陈可欣,中级,37,2,39
2025-01,CT报告、审核总数,15,陈可欣,中级,27,0,27
2025-02,CT报告、审核总数,15,陈可欣,中级,29,0,29
2025-03,CT报告、审核总数,15,陈可欣,中级,21,0,21
2025-04,CT报告、审核总数,15,陈可欣,中级,37,0,37
2025-05,CT报告、审核总数,15,陈可欣,中级,38,2,40
2025-06,CT报告、审核总数,15,陈可欣,中级,36,0,36
2025-07,CT报告、审核总数,15,陈可欣,中级,44,0,44
2025-08,CT报告、审核总数,15,陈可欣,中级,44,0,44
2025-09,CT报告、审核总数,15,陈可欣,中级,56,6,62
2025-10,CT报告、审核总数,15,陈可欣,中级,30,7,37
2025-11,CT报告、审核总数,15,陈可欣,中级,47,7,54
2025-12,CT报告、审核总数,15,陈可欣,中级,57,15,72
2026-01,CT报告、审核总数,15,陈可欣,中级,30,14,44
2026-02,CT报告、审核总数,15,陈可欣,中级,54,20,74
2026-03,CT报告、审核总数,15,陈可欣,中级,35,43,78
2026-04,CT报告、审核总数,15,陈可欣,中级,52,57,109
2026-05,CT报告、审核总数,15,陈可欣,中级,49,65,114
2026-06,CT报告、审核总数,15,陈可欣,中级,50,58,108
2026-07,CT报告、审核总数,15,陈可欣,中级,45,82,127
2024-07,CT报告、审核总数,16,曲莹莹,中级,5,0,5
2024-08,CT报告、审核总数,16,曲莹莹,中级,10,0,10
2024-09,CT报告、审核总数,16,曲莹莹,中级,30,3,33
2024-10,CT报告、审核总数,16,曲莹莹,中级,19,0,19
2024-11,CT报告、审核总数,16,曲莹莹,中级,14,0,14
2024-12,CT报告、审核总数,16,曲莹莹,中级,27,1,28
2025-01,CT报告、审核总数,16,曲莹莹,中级,27,0,27
2025-02,CT报告、审核总数,16,曲莹莹,中级,13,0,13
2025-03,CT报告、审核总数,16,曲莹莹,中级,29,0,29
2025-04,CT报告、审核总数,16,曲莹莹,中级,23,0,23
2025-05,CT报告、审核总数,16,曲莹莹,中级,22,0,22
2025-06,CT报告、审核总数,16,曲莹莹,中级,40,0,40
2025-07,CT报告、审核总数,16,曲莹莹,中级,53,0,53
2025-08,CT报告、审核总数,16,曲莹莹,中级,40,1,41
2025-09,CT报告、审核总数,16,曲莹莹,中级,56,0,56
2025-10,CT报告、审核总数,16,曲莹莹,中级,74,0,74
2025-11,CT报告、审核总数,16,曲莹莹,中级,58,0,58
2025-12,CT报告、审核总数,16,曲莹莹,中级,40,0,40
2026-01,CT报告、审核总数,16,曲莹莹,中级,35,0,35
2026-02,CT报告、审核总数,16,曲莹莹,中级,21,0,21
2026-03,CT报告、审核总数,16,曲莹莹,中级,54,0,54
2026-04,CT报告、审核总数,16,曲莹莹,中级,42,0,42
2026-05,CT报告、审核总数,16,曲莹莹,中级,71,0,71
2026-06,CT报告、审核总数,16,曲莹莹,中级,38,0,38
2026-07,CT报告、审核总数,16,曲莹莹,中级,29,0,29
2024-06,CT报告、审核总数,17,陶琼瑶,中级,4,0,4
2024-07,CT报告、审核总数,17,陶琼瑶,中级,6,0,6
2024-08,CT报告、审核总数,17,陶琼瑶,中级,19,0,19
2024-09,CT报告、审核总数,17,陶琼瑶,中级,23,0,23
2024-10,CT报告、审核总数,17,陶琼瑶,中级,40,0,40
2024-11,CT报告、审核总数,17,陶琼瑶,中级,13,0,13
2024-12,CT报告、审核总数,17,陶琼瑶,中级,37,1,38
2025-01,CT报告、审核总数,17,陶琼瑶,中级,16,0,16
2025-02,CT报告、审核总数,17,陶琼瑶,中级,15,0,15
2025-03,CT报告、审核总数,17,陶琼瑶,中级,22,0,22
2025-04,CT报告、审核总数,17,陶琼瑶,中级,28,0,28
2025-05,CT报告、审核总数,17,陶琼瑶,中级,25,0,25
2025-06,CT报告、审核总数,17,陶琼瑶,中级,30,0,30
2025-07,CT报告、审核总数,17,陶琼瑶,中级,18,0,18
2025-08,CT报告、审核总数,17,陶琼瑶,中级,43,1,44
2025-09,CT报告、审核总数,17,陶琼瑶,中级,56,4,60
2025-10,CT报告、审核总数,17,陶琼瑶,中级,70,0,70
2025-11,CT报告、审核总数,17,陶琼瑶,中级,38,0,38
2025-12,CT报告、审核总数,17,陶琼瑶,中级,42,1,43
2026-01,CT报告、审核总数,17,陶琼瑶,中级,65,0,65
2026-02,CT报告、审核总数,17,陶琼瑶,中级,32,0,32
2026-03,CT报告、审核总数,17,陶琼瑶,中级,75,0,75
2026-04,CT报告、审核总数,17,陶琼瑶,中级,115,1,116
2026-05,CT报告、审核总数,17,陶琼瑶,中级,63,0,63
2026-06,CT报告、审核总数,17,陶琼瑶,中级,55,0,55
2025-11,CT报告、审核总数,18,马萌,初级,2,0,2
2025-12,CT报告、审核总数,18,马萌,初级,4,0,4
2026-01,CT报告、审核总数,18,马萌,初级,16,0,16
2026-02,CT报告、审核总数,18,马萌,初级,15,2,17
2026-03,CT报告、审核总数,18,马萌,初级,12,0,12
2026-04,CT报告、审核总数,18,马萌,初级,17,1,18
2026-05,CT报告、审核总数,18,马萌,初级,26,0,26
2026-06,CT报告、审核总数,18,马萌,初级,40,1,41
2026-07,CT报告、审核总数,18,马萌,初级,26,1,27
2024-10,CT报告、审核总数,20,李铭婕,中级,7,0,7
2024-11,CT报告、审核总数,20,李铭婕,中级,14,0,14
2024-12,CT报告、审核总数,20,李铭婕,中级,14,3,17
2025-01,CT报告、审核总数,20,李铭婕,中级,13,1,14
2025-02,CT报告、审核总数,20,李铭婕,中级,18,3,21
2025-03,CT报告、审核总数,20,李铭婕,中级,38,0,38
2025-04,CT报告、审核总数,20,李铭婕,中级,42,5,47
2025-05,CT报告、审核总数,20,李铭婕,中级,61,1,62
2025-06,CT报告、审核总数,20,李铭婕,中级,47,1,48
2025-07,CT报告、审核总数,20,李铭婕,中级,48,2,50
2025-08,CT报告、审核总数,20,李铭婕,中级,53,2,55
2025-09,CT报告、审核总数,20,李铭婕,中级,42,0,42
2025-10,CT报告、审核总数,20,李铭婕,中级,44,1,45
2025-11,CT报告、审核总数,20,李铭婕,中级,76,1,77
2025-12,CT报告、审核总数,20,李铭婕,中级,94,3,97
2026-01,CT报告、审核总数,20,李铭婕,中级,63,3,66
2026-02,CT报告、审核总数,20,李铭婕,中级,45,1,46
2026-03,CT报告、审核总数,20,李铭婕,中级,96,2,98
2026-04,CT报告、审核总数,20,李铭婕,中级,81,0,81
2026-05,CT报告、审核总数,20,李铭婕,中级,83,0,83
2026-06,CT报告、审核总数,20,李铭婕,中级,84,2,86
2026-07,CT报告、审核总数,20,李铭婕,中级,55,7,62
2025-06,CT报告、审核总数,21,王兆雪,初级,1,0,1
2025-12,CT报告、审核总数,21,王兆雪,初级,2,0,2
2026-01,CT报告、审核总数,21,王兆雪,初级,14,0,14
2026-02,CT报告、审核总数,21,王兆雪,初级,11,0,11
2026-03,CT报告、审核总数,21,王兆雪,初级,20,0,20
2026-04,CT报告、审核总数,21,王兆雪,初级,6,0,6
2026-05,CT报告、审核总数,21,王兆雪,初级,25,0,25
2026-06,CT报告、审核总数,21,王兆雪,初级,26,0,26
2026-07,CT报告、审核总数,21,王兆雪,初级,17,0,17
2025-12,CT报告、审核总数,22,冯军利,初级,6,0,6
2026-01,CT报告、审核总数,22,冯军利,初级,17,0,17
2026-02,CT报告、审核总数,22,冯军利,初级,23,0,23
2026-03,CT报告、审核总数,22,冯军利,初级,21,0,21
2026-04,CT报告、审核总数,22,冯军利,初级,12,0,12
2026-05,CT报告、审核总数,22,冯军利,初级,34,0,34
2026-06,CT报告、审核总数,22,冯军利,初级,22,0,22
2026-07,CT报告、审核总数,22,冯军利,初级,25,0,25
2025-12,CT报告、审核总数,23,张若邈,初级,2,0,2
2026-01,CT报告、审核总数,23,张若邈,初级,8,0,8
2026-02,CT报告、审核总数,23,张若邈,初级,17,0,17
2026-03,CT报告、审核总数,23,张若邈,初级,2,0,2
2026-04,CT报告、审核总数,23,张若邈,初级,26,0,26
2026-05,CT报告、审核总数,23,张若邈,初级,22,0,22
2026-06,CT报告、审核总数,23,张若邈,初级,20,0,20
2026-07,CT报告、审核总数,23,张若邈,初级,25,1,26
2025-11,CT报告、审核总数,24,江蓝,初级,1,0,1
2025-12,CT报告、审核总数,24,江蓝,初级,8,0,8
2026-01,CT报告、审核总数,24,江蓝,初级,16,0,16
2026-02,CT报告、审核总数,24,江蓝,初级,12,0,12
2026-03,CT报告、审核总数,24,江蓝,初级,30,0,30
2026-04,CT报告、审核总数,24,江蓝,初级,20,0,20
2026-05,CT报告、审核总数,24,江蓝,初级,27,0,27
2026-06,CT报告、审核总数,24,江蓝,初级,24,0,24
2026-07,CT报告、审核总数,24,江蓝,初级,48,0,48
2026-05,CT报告、审核总数,25,刘坤,初级,9,0,9
2026-06,CT报告、审核总数,25,刘坤,初级,71,0,71
2026-07,CT报告、审核总数,25,刘坤,初级,73,0,73
2026-06,CT报告、审核总数,29,冯芷珊,预备,1,1,2
2022-09,CT报告、审核总数,,于飞,未登记,3,0,3
2022-10,CT报告、审核总数,,于飞,未登记,3,0,3
2022-11,CT报告、审核总数,,于飞,未登记,1,0,1
2022-12,CT报告、审核总数,,于飞,未登记,1,0,1
2023-02,CT报告、审核总数,,于飞,未登记,4,0,4
2023-03,CT报告、审核总数,,于飞,未登记,1,0,1
2023-05,CT报告、审核总数,,于飞,未登记,1,0,1
2023-06,CT报告、审核总数,,于飞,未登记,3,0,3
2023-07,CT报告、审核总数,,于飞,未登记,1,0,1
2023-08,CT报告、审核总数,,于飞,未登记,4,1,5
2023-09,CT报告、审核总数,,于飞,未登记,4,0,4
2021-06,CT报告、审核总数,,傅梦竹,未登记,1,0,1
2021-08,CT报告、审核总数,,傅梦竹,未登记,0,3,3
2021-09,CT报告、审核总数,,傅梦竹,未登记,0,2,2
2021-10,CT报告、审核总数,,傅梦竹,未登记,1,0,1
2021-11,CT报告、审核总数,,傅梦竹,未登记,0,4,4
2021-12,CT报告、审核总数,,傅梦竹,未登记,1,2,3
2022-02,CT报告、审核总数,,傅梦竹,未登记,1,1,2
2022-03,CT报告、审核总数,,傅梦竹,未登记,2,2,4
2022-04,CT报告、审核总数,,傅梦竹,未登记,1,3,4
2022-05,CT报告、审核总数,,傅梦竹,未登记,0,5,5
2022-06,CT报告、审核总数,,傅梦竹,未登记,0,5,5
2022-07,CT报告、审核总数,,傅梦竹,未登记,3,5,8
2022-08,CT报告、审核总数,,傅梦竹,未登记,1,2,3
2022-09,CT报告、审核总数,,傅梦竹,未登记,1,2,3
2022-10,CT报告、审核总数,,傅梦竹,未登记,0,3,3
2022-11,CT报告、审核总数,,傅梦竹,未登记,1,0,1
2022-12,CT报告、审核总数,,傅梦竹,未登记,0,3,3
2023-01,CT报告、审核总数,,傅梦竹,未登记,0,2,2
2023-02,CT报告、审核总数,,傅梦竹,未登记,0,2,2
2023-03,CT报告、审核总数,,傅梦竹,未登记,0,2,2
2023-04,CT报告、审核总数,,傅梦竹,未登记,2,1,3
2023-05,CT报告、审核总数,,傅梦竹,未登记,2,7,9
2023-06,CT报告、审核总数,,傅梦竹,未登记,0,5,5
2023-07,CT报告、审核总数,,傅梦竹,未登记,1,2,3
2023-08,CT报告、审核总数,,傅梦竹,未登记,3,0,3
2023-09,CT报告、审核总数,,傅梦竹,未登记,3,3,6
2023-10,CT报告、审核总数,,傅梦竹,未登记,1,18,19
2023-11,CT报告、审核总数,,傅梦竹,未登记,3,10,13
2023-12,CT报告、审核总数,,傅梦竹,未登记,6,12,18
2024-01,CT报告、审核总数,,傅梦竹,未登记,13,41,54
2024-02,CT报告、审核总数,,傅梦竹,未登记,0,10,10
2024-03,CT报告、审核总数,,傅梦竹,未登记,1,15,16
2024-04,CT报告、审核总数,,傅梦竹,未登记,6,18,24
2024-05,CT报告、审核总数,,傅梦竹,未登记,2,14,16
2024-06,CT报告、审核总数,,傅梦竹,未登记,3,25,28
2024-07,CT报告、审核总数,,傅梦竹,未登记,6,13,19
2024-08,CT报告、审核总数,,傅梦竹,未登记,4,8,12
2024-09,CT报告、审核总数,,傅梦竹,未登记,3,30,33
2024-10,CT报告、审核总数,,傅梦竹,未登记,1,10,11
2024-11,CT报告、审核总数,,傅梦竹,未登记,3,14,17
2026-05,CT报告、审核总数,,傅梦竹,未登记,8,28,36
2026-06,CT报告、审核总数,,傅梦竹,未登记,0,11,11
2026-07,CT报告、审核总数,,傅梦竹,未登记,15,26,41
2021-08,CT报告、审核总数,,刘冉,未登记,2,0,2
2021-10,CT报告、审核总数,,刘冉,未登记,2,0,2
2021-11,CT报告、审核总数,,刘冉,未登记,5,2,7
2021-12,CT报告、审核总数,,刘冉,未登记,1,1,2
2022-01,CT报告、审核总数,,刘冉,未登记,0,3,3
2022-03,CT报告、审核总数,,刘冉,未登记,1,2,3
2022-04,CT报告、审核总数,,刘冉,未登记,2,1,3
2022-04,CT报告、审核总数,,吴凡,未登记,6,1,7
2022-05,CT报告、审核总数,,吴凡,未登记,5,0,5
2022-06,CT报告、审核总数,,吴凡,未登记,6,3,9
2022-07,CT报告、审核总数,,吴凡,未登记,3,0,3
2022-08,CT报告、审核总数,,吴凡,未登记,1,0,1
2022-09,CT报告、审核总数,,吴凡,未登记,1,0,1
2026-05,CT报告、审核总数,,吴海燕,未登记,5,0,5
2026-06,CT报告、审核总数,,吴海燕,未登记,1,0,1
2023-10,CT报告、审核总数,,张静,未登记,5,0,5
2023-11,CT报告、审核总数,,张静,未登记,9,0,9
2023-12,CT报告、审核总数,,张静,未登记,18,0,18
2024-01,CT报告、审核总数,,张静,未登记,20,0,20
2024-02,CT报告、审核总数,,张静,未登记,8,0,8
2024-03,CT报告、审核总数,,张静,未登记,6,0,6
2025-12,CT报告、审核总数,,彭涛,未登记,0,1,1
2026-03,CT报告、审核总数,,彭涛,未登记,9,0,9
2026-04,CT报告、审核总数,,彭涛,未登记,42,0,42
2026-05,CT报告、审核总数,,彭涛,未登记,13,0,13
2026-06,CT报告、审核总数,,彭涛,未登记,34,0,34
2026-07,CT报告、审核总数,,彭涛,未登记,11,0,11
2022-04,CT报告、审核总数,,王佳尧,未登记,5,0,5
2022-05,CT报告、审核总数,,王佳尧,未登记,1,0,1
2022-06,CT报告、审核总数,,王佳尧,未登记,1,0,1
2021-07,CT报告、审核总数,,白鹤,未登记,1,0,1
2021-08,CT报告、审核总数,,白鹤,未登记,3,4,7
2021-09,CT报告、审核总数,,白鹤,未登记,3,3,6
2021-10,CT报告、审核总数,,白鹤,未登记,0,3,3
2021-11,CT报告、审核总数,,白鹤,未登记,1,3,4
2021-12,CT报告、审核总数,,白鹤,未登记,3,1,4
2022-01,CT报告、审核总数,,白鹤,未登记,5,2,7
2022-02,CT报告、审核总数,,白鹤,未登记,6,2,8
2022-03,CT报告、审核总数,,白鹤,未登记,1,2,3
2022-04,CT报告、审核总数,,白鹤,未登记,2,3,5
2022-05,CT报告、审核总数,,白鹤,未登记,1,8,9
2022-06,CT报告、审核总数,,白鹤,未登记,0,9,9
2022-07,CT报告、审核总数,,白鹤,未登记,4,5,9
2022-08,CT报告、审核总数,,白鹤,未登记,2,8,10
2022-09,CT报告、审核总数,,白鹤,未登记,1,2,3
2022-10,CT报告、审核总数,,白鹤,未登记,2,6,8
2022-11,CT报告、审核总数,,白鹤,未登记,4,3,7
2023-10,CT报告、审核总数,,郭瑞泽,未登记,6,0,6
2023-11,CT报告、审核总数,,郭瑞泽,未登记,15,0,15
2023-12,CT报告、审核总数,,郭瑞泽,未登记,15,0,15
2024-01,CT报告、审核总数,,郭瑞泽,未登记,13,0,13
2024-02,CT报告、审核总数,,郭瑞泽,未登记,6,0,6
2024-03,CT报告、审核总数,,郭瑞泽,未登记,16,0,16
2024-04,CT报告、审核总数,,郭瑞泽,未登记,13,1,14
2023-10,CT报告、审核总数,,阮丽,未登记,1,0,1
2024-01,CT报告、审核总数,,阮丽,未登记,1,0,1
2024-05,CT报告、审核总数,,阮丽,未登记,3,0,3
2024-05,CT报告、审核总数,,马析淳,未登记,2,0,2
2024-06,CT报告、审核总数,,马析淳,未登记,1,0,1
2026-07,CT报告、审核总数,,马龙,未登记,36,0,36
2026-01,XA透视撰写、审核数,01,戴榕全,高级,0,2,2
2026-03,XA透视撰写、审核数,01,戴榕全,高级,2,2,4
2026-04,XA透视撰写、审核数,01,戴榕全,高级,2,2,4
2026-05,XA透视撰写、审核数,01,戴榕全,高级,2,2,4
2026-06,XA透视撰写、审核数,01,戴榕全,高级,0,1,1
2026-07,XA透视撰写、审核数,01,戴榕全,高级,2,3,5
2026-01,XA透视撰写、审核数,02,刘蕾,高级,1,0,1
2026-02,XA透视撰写、审核数,02,刘蕾,高级,1,1,2
2026-03,XA透视撰写、审核数,02,刘蕾,高级,1,1,2
2026-04,XA透视撰写、审核数,02,刘蕾,高级,0,1,1
2026-05,XA透视撰写、审核数,02,刘蕾,高级,0,1,1
2026-06,XA透视撰写、审核数,02,刘蕾,高级,3,4,7
2026-07,XA透视撰写、审核数,02,刘蕾,高级,2,2,4
2026-01,XA透视撰写、审核数,03,张博闻,高级,0,1,1
2026-03,XA透视撰写、审核数,03,张博闻,高级,0,2,2
2026-04,XA透视撰写、审核数,03,张博闻,高级,1,1,2
2026-06,XA透视撰写、审核数,03,张博闻,高级,1,1,2
2026-01,XA透视撰写、审核数,04,白璐,高级,1,1,2
2026-03,XA透视撰写、审核数,04,白璐,高级,0,1,1
2026-04,XA透视撰写、审核数,04,白璐,高级,0,3,3
2026-05,XA透视撰写、审核数,04,白璐,高级,2,4,6
2026-06,XA透视撰写、审核数,04,白璐,高级,1,6,7
2026-07,XA透视撰写、审核数,04,白璐,高级,3,1,4
2026-01,XA透视撰写、审核数,05,周媛媛,高级,2,2,4
2026-03,XA透视撰写、审核数,05,周媛媛,高级,2,1,3
2026-04,XA透视撰写、审核数,05,周媛媛,高级,0,1,1
2026-02,XA透视撰写、审核数,06,曲艺,高级,3,3,6
2026-03,XA透视撰写、审核数,06,曲艺,高级,2,2,4
2026-04,XA透视撰写、审核数,06,曲艺,高级,7,8,15
2026-05,XA透视撰写、审核数,06,曲艺,高级,1,3,4
2026-06,XA透视撰写、审核数,06,曲艺,高级,5,6,11
2026-07,XA透视撰写、审核数,06,曲艺,高级,2,3,5
2026-01,XA透视撰写、审核数,07,苏畅,高级,1,1,2
2026-02,XA透视撰写、审核数,07,苏畅,高级,1,1,2
2026-03,XA透视撰写、审核数,07,苏畅,高级,0,3,3
2026-05,XA透视撰写、审核数,07,苏畅,高级,0,2,2
2026-06,XA透视撰写、审核数,07,苏畅,高级,0,2,2
2026-07,XA透视撰写、审核数,07,苏畅,高级,4,3,7
2026-03,XA透视撰写、审核数,08,张志轩,高级,0,1,1
2026-04,XA透视撰写、审核数,08,张志轩,高级,1,1,2
2026-05,XA透视撰写、审核数,08,张志轩,高级,1,1,2
2026-06,XA透视撰写、审核数,08,张志轩,高级,3,2,5
2026-07,XA透视撰写、审核数,08,张志轩,高级,3,3,6
2026-03,XA透视撰写、审核数,09,邝怡,高级,1,0,1
2026-04,XA透视撰写、审核数,09,邝怡,高级,1,1,2
2026-05,XA透视撰写、审核数,09,邝怡,高级,1,2,3
2026-07,XA透视撰写、审核数,09,邝怡,高级,0,2,2
2026-01,XA透视撰写、审核数,10,吴璇,高级,2,2,4
2026-02,XA透视撰写、审核数,10,吴璇,高级,1,1,2
