年月,统计项目,医生编号,医生,医生等级,报告数量,审核数量,总数量
2024-01,胸部撰写数,02,刘蕾,高级,1,4,5
2024-02,胸部撰写数,02,刘蕾,高级,1,0,1
2024-03,胸部撰写数,02,刘蕾,高级,2,5,7
2024-04,胸部撰写数,02,刘蕾,高级,0,1,1
2024-05,胸部撰写数,02,刘蕾,高级,0,3,3
2024-06,胸部撰写数,02,刘蕾,高级,0,11,11
2024-07,胸部撰写数,02,刘蕾,高级,3,14,17
2024-08,胸部撰写数,02,刘蕾,高级,1,7,8
2024-09,胸部撰写数,02,刘蕾,高级,4,13,17
2024-10,胸部撰写数,02,刘蕾,高级,1,8,9
2024-11,胸部撰写数,02,刘蕾,高级,2,12,14
2024-12,胸部撰写数,02,刘蕾,高级,3,1,4
2025-01,胸部撰写数,02,刘蕾,高级,0,4,4
2025-02,胸部撰写数,02,刘蕾,高级,1,9,10
2025-03,胸部撰写数,02,刘蕾,高级,4,9,13
2025-04,胸部撰写数,02,刘蕾,高级,4,19,23
2025-05,胸部撰写数,02,刘蕾,高级,1,20,21
2025-06,胸部撰写数,02,刘蕾,高级,5,20,25
2025-07,胸部撰写数,02,刘蕾,高级,2,12,14
2025-08,胸部撰写数,02,刘蕾,高级,6,13,19
2025-09,胸部撰写数,02,刘蕾,高级,4,13,17
2025-10,胸部撰写数,02,刘蕾,高级,7,19,26
2025-11,胸部撰写数,02,刘蕾,高级,2,10,12
2025-12,胸部撰写数,02,刘蕾,高级,5,15,20
2026-01,胸部撰写数,02,刘蕾,高级,0,12,12
2026-02,胸部撰写数,02,刘蕾,高级,1,5,6
2026-03,胸部撰写数,02,刘蕾,高级,2,3,5
2026-04,胸部撰写数,02,刘蕾,高级,1,5,6
2026-05,胸部撰写数,02,刘蕾,高级,0,19,19
2026-06,胸部撰写数,02,刘蕾,高级,1,17,18
2026-07,胸部撰写数,02,刘蕾,高级,1,21,22
2021-09,胸部撰写数,03,张博闻,高级,1,0,1
2021-11,胸部撰写数,03,张博闻,高级,1,2,3
2022-01,胸部撰写数,03,张博闻,高级,1,0,1
2022-03,胸部撰写数,03,张博闻,高级,2,1,3
2022-04,胸部撰写数,03,张博闻,高级,0,1,1
2022-06,胸部撰写数,03,张博闻,高级,0,3,3
2022-08,胸部撰写数,03,张博闻,高级,1,1,2
2022-11,胸部撰写数,03,张博闻,高级,0,1,1
2023-01,胸部撰写数,03,张博闻,高级,1,0,1
2023-04,胸部撰写数,03,张博闻,高级,1,2,3
2023-06,胸部撰写数,03,张博闻,高级,1,0,1
2023-07,胸部撰写数,03,张博闻,高级,1,1,2
2023-08,胸部撰写数,03,张博闻,高级,1,1,2
2023-09,胸部撰写数,03,张博闻,高级,1,1,2
2023-10,胸部撰写数,03,张博闻,高级,1,19,20
2023-11,胸部撰写数,03,张博闻,高级,4,9,13
2023-12,胸部撰写数,03,张博闻,高级,5,13,18
2024-01,胸部撰写数,03,张博闻,高级,3,8,11
2024-02,胸部撰写数,03,张博闻,高级,4,6,10
2024-03,胸部撰写数,03,张博闻,高级,12,19,31
2024-04,胸部撰写数,03,张博闻,高级,11,17,28
2024-05,胸部撰写数,03,张博闻,高级,9,12,21
2024-06,胸部撰写数,03,张博闻,高级,4,10,14
2024-07,胸部撰写数,03,张博闻,高级,2,8,10
2024-08,胸部撰写数,03,张博闻,高级,4,13,17
2024-09,胸部撰写数,03,张博闻,高级,3,9,12
2024-10,胸部撰写数,03,张博闻,高级,7,18,25
2024-11,胸部撰写数,03,张博闻,高级,6,14,20
2024-12,胸部撰写数,03,张博闻,高级,2,20,22
2025-01,胸部撰写数,03,张博闻,高级,0,7,7
2025-02,胸部撰写数,03,张博闻,高级,2,9,11
2025-03,胸部撰写数,03,张博闻,高级,1,13,14
2025-04,胸部撰写数,03,张博闻,高级,0,12,12
2025-05,胸部撰写数,03,张博闻,高级,1,15,16
2025-06,胸部撰写数,03,张博闻,高级,4,19,23
2025-07,胸部撰写数,03,张博闻,高级,1,14,15
2025-08,胸部撰写数,03,张博闻,高级,1,21,22
2025-09,胸部撰写数,03,张博闻,高级,1,10,11
2025-10,胸部撰写数,03,张博闻,高级,3,36,39
2025-11,胸部撰写数,03,张博闻,高级,4,14,18
2025-12,胸部撰写数,03,张博闻,高级,6,18,24
2026-01,胸部撰写数,03,张博闻,高级,3,20,23
2026-02,胸部撰写数,03,张博闻,高级,4,21,25
2026-03,胸部撰写数,03,张博闻,高级,0,6,6
2026-04,胸部撰写数,03,张博闻,高级,1,19,20
2026-05,胸部撰写数,03,张博闻,高级,2,16,18
2026-06,胸部撰写数,03,张博闻,高级,3,12,15
2026-07,胸部撰写数,03,张博闻,高级,2,17,19
2014-09,胸部撰写数,04,白璐,高级,0,1,1
2022-01,胸部撰写数,04,白璐,高级,0,1,1
2022-04,胸部撰写数,04,白璐,高级,0,2,2
2022-07,胸部撰写数,04,白璐,高级,0,2,2
2022-09,胸部撰写数,04,白璐,高级,0,1,1
2022-11,胸部撰写数,04,白璐,高级,1,1,2
2022-12,胸部撰写数,04,白璐,高级,1,0,1
2023-01,胸部撰写数,04,白璐,高级,0,1,1
2023-03,胸部撰写数,04,白璐,高级,0,1,1
2023-04,胸部撰写数,04,白璐,高级,1,0,1
2023-06,胸部撰写数,04,白璐,高级,1,3,4
2023-08,胸部撰写数,04,白璐,高级,0,1,1
2023-09,胸部撰写数,04,白璐,高级,0,2,2
2023-10,胸部撰写数,04,白璐,高级,2,5,7
2023-11,胸部撰写数,04,白璐,高级,4,10,14
2023-12,胸部撰写数,04,白璐,高级,2,11,13
2024-01,胸部撰写数,04,白璐,高级,0,5,5
2024-02,胸部撰写数,04,白璐,高级,1,3,4
2024-03,胸部撰写数,04,白璐,高级,1,8,9
2024-04,胸部撰写数,04,白璐,高级,6,11,17
2024-05,胸部撰写数,04,白璐,高级,9,15,24
2024-06,胸部撰写数,04,白璐,高级,8,16,24
2024-07,胸部撰写数,04,白璐,高级,9,8,17
2024-08,胸部撰写数,04,白璐,高级,5,13,18
2024-09,胸部撰写数,04,白璐,高级,6,21,27
2024-10,胸部撰写数,04,白璐,高级,5,13,18
2024-11,胸部撰写数,04,白璐,高级,4,15,19
2024-12,胸部撰写数,04,白璐,高级,1,17,18
2025-01,胸部撰写数,04,白璐,高级,0,7,7
2025-02,胸部撰写数,04,白璐,高级,2,24,26
2025-03,胸部撰写数,04,白璐,高级,6,14,20
2025-04,胸部撰写数,04,白璐,高级,5,15,20
2025-05,胸部撰写数,04,白璐,高级,6,19,25
2025-06,胸部撰写数,04,白璐,高级,6,10,16
2025-07,胸部撰写数,04,白璐,高级,9,26,35
2025-08,胸部撰写数,04,白璐,高级,3,21,24
2025-09,胸部撰写数,04,白璐,高级,5,22,27
2025-10,胸部撰写数,04,白璐,高级,8,17,25
2025-11,胸部撰写数,04,白璐,高级,4,34,38
2025-12,胸部撰写数,04,白璐,高级,3,22,25
2026-01,胸部撰写数,04,白璐,高级,3,24,27
2026-02,胸部撰写数,04,白璐,高级,1,6,7
2026-03,胸部撰写数,04,白璐,高级,1,10,11
2026-04,胸部撰写数,04,白璐,高级,1,18,19
2026-05,胸部撰写数,04,白璐,高级,2,31,33
2026-06,胸部撰写数,04,白璐,高级,4,25,29
2026-07,胸部撰写数,04,白璐,高级,5,19,24
2014-09,胸部撰写数,05,周媛媛,高级,1,0,1
2022-04,胸部撰写数,05,周媛媛,高级,1,0,1
2022-06,胸部撰写数,05,周媛媛,高级,2,0,2
2022-07,胸部撰写数,05,周媛媛,高级,0,1,1
2022-11,胸部撰写数,05,周媛媛,高级,2,2,4
2023-03,胸部撰写数,05,周媛媛,高级,2,1,3
2023-05,胸部撰写数,05,周媛媛,高级,1,3,4
2023-06,胸部撰写数,05,周媛媛,高级,1,0,1
2023-07,胸部撰写数,05,周媛媛,高级,0,1,1
2023-08,胸部撰写数,05,周媛媛,高级,0,2,2
2023-11,胸部撰写数,05,周媛媛,高级,0,2,2
2023-12,胸部撰写数,05,周媛媛,高级,5,4,9
2024-01,胸部撰写数,05,周媛媛,高级,9,9,18
2024-02,胸部撰写数,05,周媛媛,高级,0,3,3
2024-03,胸部撰写数,05,周媛媛,高级,13,22,35
2024-04,胸部撰写数,05,周媛媛,高级,4,19,23
2024-05,胸部撰写数,05,周媛媛,高级,4,12,16
2024-06,胸部撰写数,05,周媛媛,高级,2,16,18
2024-07,胸部撰写数,05,周媛媛,高级,3,18,21
2024-08,胸部撰写数,05,周媛媛,高级,8,12,20
2024-09,胸部撰写数,05,周媛媛,高级,3,10,13
2024-10,胸部撰写数,05,周媛媛,高级,8,12,20
2024-11,胸部撰写数,05,周媛媛,高级,5,15,20
2024-12,胸部撰写数,05,周媛媛,高级,5,14,19
2025-01,胸部撰写数,05,周媛媛,高级,1,5,6
2025-02,胸部撰写数,05,周媛媛,高级,1,8,9
2025-03,胸部撰写数,05,周媛媛,高级,1,9,10
2025-04,胸部撰写数,05,周媛媛,高级,1,20,21
2025-05,胸部撰写数,05,周媛媛,高级,2,15,17
2025-06,胸部撰写数,05,周媛媛,高级,1,14,15
2025-07,胸部撰写数,05,周媛媛,高级,2,9,11
2025-08,胸部撰写数,05,周媛媛,高级,2,13,15
2025-09,胸部撰写数,05,周媛媛,高级,1,17,18
2025-10,胸部撰写数,05,周媛媛,高级,1,15,16
2025-11,胸部撰写数,05,周媛媛,高级,8,32,40
2025-12,胸部撰写数,05,周媛媛,高级,1,20,21
2026-01,胸部撰写数,05,周媛媛,高级,3,27,30
2026-02,胸部撰写数,05,周媛媛,高级,3,15,18
2026-03,胸部撰写数,05,周媛媛,高级,2,30,32
2026-04,胸部撰写数,05,周媛媛,高级,1,13,14
2021-10,胸部撰写数,06,曲艺,高级,1,1,2
2022-03,胸部撰写数,06,曲艺,高级,0,1,1
2022-05,胸部撰写数,06,曲艺,高级,4,0,4
2023-03,胸部撰写数,06,曲艺,高级,0,3,3
2023-05,胸部撰写数,06,曲艺,高级,0,1,1
2023-06,胸部撰写数,06,曲艺,高级,1,0,1
2023-07,胸部撰写数,06,曲艺,高级,1,0,1
2023-10,胸部撰写数,06,曲艺,高级,0,2,2
2023-11,胸部撰写数,06,曲艺,高级,4,5,9
2023-12,胸部撰写数,06,曲艺,高级,0,2,2
2024-01,胸部撰写数,06,曲艺,高级,1,3,4
2024-02,胸部撰写数,06,曲艺,高级,1,4,5
2024-03,胸部撰写数,06,曲艺,高级,0,1,1
2024-04,胸部撰写数,06,曲艺,高级,5,9,14
2024-05,胸部撰写数,06,曲艺,高级,2,11,13
2024-06,胸部撰写数,06,曲艺,高级,2,7,9
2024-07,胸部撰写数,06,曲艺,高级,5,5,10
2024-08,胸部撰写数,06,曲艺,高级,3,8,11
2024-09,胸部撰写数,06,曲艺,高级,3,16,19
2024-10,胸部撰写数,06,曲艺,高级,1,7,8
2024-11,胸部撰写数,06,曲艺,高级,4,15,19
2024-12,胸部撰写数,06,曲艺,高级,3,11,14
2025-01,胸部撰写数,06,曲艺,高级,2,4,6
2025-02,胸部撰写数,06,曲艺,高级,0,7,7
2025-03,胸部撰写数,06,曲艺,高级,1,11,12
2025-04,胸部撰写数,06,曲艺,高级,1,7,8
2025-05,胸部撰写数,06,曲艺,高级,1,10,11
2025-06,胸部撰写数,06,曲艺,高级,2,20,22
2025-07,胸部撰写数,06,曲艺,高级,2,6,8
2025-08,胸部撰写数,06,曲艺,高级,5,17,22
2025-09,胸部撰写数,06,曲艺,高级,2,16,18
2025-10,胸部撰写数,06,曲艺,高级,8,18,26
2025-11,胸部撰写数,06,曲艺,高级,10,17,27
2025-12,胸部撰写数,06,曲艺,高级,8,16,24
2026-01,胸部撰写数,06,曲艺,高级,8,17,25
2026-02,胸部撰写数,06,曲艺,高级,6,9,15
2026-03,胸部撰写数,06,曲艺,高级,10,32,42
2026-04,胸部撰写数,06,曲艺,高级,2,23,25
2026-05,胸部撰写数,06,曲艺,高级,9,26,35
2026-06,胸部撰写数,06,曲艺,高级,3,27,30
2026-07,胸部撰写数,06,曲艺,高级,5,34,39
2022-04,胸部撰写数,07,苏畅,高级,1,0,1
2022-06,胸部撰写数,07,苏畅,高级,1,0,1
2022-08,胸部撰写数,07,苏畅,高级,2,1,3
2022-10,胸部撰写数,07,苏畅,高级,1,0,1
2022-11,胸部撰写数,07,苏畅,高级,0,2,2
2023-01,胸部撰写数,07,苏畅,高级,1,0,1
2023-02,胸部撰写数,07,苏畅,高级,0,2,2
2023-04,胸部撰写数,07,苏畅,高级,0,2,2
2023-05,胸部撰写数,07,苏畅,高级,3,2,5
2023-06,胸部撰写数,07,苏畅,高级,0,1,1
2023-07,胸部撰写数,07,苏畅,高级,1,2,3
2023-09,胸部撰写数,07,苏畅,高级,1,0,1
2023-10,胸部撰写数,07,苏畅,高级,1,6,7
2023-11,胸部撰写数,07,苏畅,高级,9,14,23
2023-12,胸部撰写数,07,苏畅,高级,5,9,14
2024-01,胸部撰写数,07,苏畅,高级,5,13,18
2024-02,胸部撰写数,07,苏畅,高级,1,8,9
2024-03,胸部撰写数,07,苏畅,高级,6,19,25
2024-04,胸部撰写数,07,苏畅,高级,14,17,31
2024-05,胸部撰写数,07,苏畅,高级,6,23,29
2024-06,胸部撰写数,07,苏畅,高级,10,16,26
2024-07,胸部撰写数,07,苏畅,高级,4,14,18
2024-08,胸部撰写数,07,苏畅,高级,3,14,17
2024-09,胸部撰写数,07,苏畅,高级,8,8,16
2024-10,胸部撰写数,07,苏畅,高级,13,13,26
2024-11,胸部撰写数,07,苏畅,高级,4,18,22
2024-12,胸部撰写数,07,苏畅,高级,2,19,21
2025-01,胸部撰写数,07,苏畅,高级,8,14,22
2025-02,胸部撰写数,07,苏畅,高级,3,15,18
2025-03,胸部撰写数,07,苏畅,高级,9,28,37
2025-04,胸部撰写数,07,苏畅,高级,9,17,26
2025-05,胸部撰写数,07,苏畅,高级,10,30,40
2025-06,胸部撰写数,07,苏畅,高级,4,18,22
2025-07,胸部撰写数,07,苏畅,高级,5,28,33
2025-08,胸部撰写数,07,苏畅,高级,2,26,28
2025-09,胸部撰写数,07,苏畅,高级,9,28,37
2025-10,胸部撰写数,07,苏畅,高级,12,35,47
2025-11,胸部撰写数,07,苏畅,高级,13,36,49
2025-12,胸部撰写数,07,苏畅,高级,3,28,31
2026-01,胸部撰写数,07,苏畅,高级,13,43,56
2026-02,胸部撰写数,07,苏畅,高级,2,15,17
2026-03,胸部撰写数,07,苏畅,高级,2,22,24
2026-04,胸部撰写数,07,苏畅,高级,3,30,33
2026-05,胸部撰写数,07,苏畅,高级,9,29,38
2026-06,胸部撰写数,07,苏畅,高级,6,32,38
2026-07,胸部撰写数,07,苏畅,高级,4,25,29
2022-04,胸部撰写数,08,张志轩,高级,1,0,1
2022-05,胸部撰写数,08,张志轩,高级,1,0,1
2022-06,胸部撰写数,08,张志轩,高级,2,0,2
2022-07,胸部撰写数,08,张志轩,高级,2,0,2
2022-09,胸部撰写数,08,张志轩,高级,1,0,1
2022-12,胸部撰写数,08,张志轩,高级,1,0,1
2023-02,胸部撰写数,08,张志轩,高级,0,2,2
2023-03,胸部撰写数,08,张志轩,高级,2,0,2
2023-04,胸部撰写数,08,张志轩,高级,0,1,1
2023-06,胸部撰写数,08,张志轩,高级,2,0,2
2023-09,胸部撰写数,08,张志轩,高级,0,1,1
2023-10,胸部撰写数,08,张志轩,高级,2,2,4
2023-11,胸部撰写数,08,张志轩,高级,4,5,9
2023-12,胸部撰写数,08,张志轩,高级,5,11,16
2024-01,胸部撰写数,08,张志轩,高级,8,11,19
2024-02,胸部撰写数,08,张志轩,高级,2,4,6
2024-03,胸部撰写数,08,张志轩,高级,9,6,15
2024-04,胸部撰写数,08,张志轩,高级,11,8,19
2024-05,胸部撰写数,08,张志轩,高级,5,4,9
2024-06,胸部撰写数,08,张志轩,高级,6,11,17
2024-07,胸部撰写数,08,张志轩,高级,3,12,15
2024-08,胸部撰写数,08,张志轩,高级,6,9,15
2024-09,胸部撰写数,08,张志轩,高级,12,2,14
2024-10,胸部撰写数,08,张志轩,高级,2,10,12
2024-11,胸部撰写数,08,张志轩,高级,9,5,14
2024-12,胸部撰写数,08,张志轩,高级,0,7,7
2025-01,胸部撰写数,08,张志轩,高级,4,14,18
2025-02,胸部撰写数,08,张志轩,高级,0,4,4
2025-03,胸部撰写数,08,张志轩,高级,4,14,18
2025-04,胸部撰写数,08,张志轩,高级,0,7,7
2025-05,胸部撰写数,08,张志轩,高级,4,6,10
2025-06,胸部撰写数,08,张志轩,高级,1,7,8
2025-07,胸部撰写数,08,张志轩,高级,1,6,7
2025-08,胸部撰写数,08,张志轩,高级,2,12,14
2025-09,胸部撰写数,08,张志轩,高级,0,13,13
2025-10,胸部撰写数,08,张志轩,高级,3,19,22
2025-11,胸部撰写数,08,张志轩,高级,3,16,19
2025-12,胸部撰写数,08,张志轩,高级,15,28,43
2026-01,胸部撰写数,08,张志轩,高级,2,16,18
2026-02,胸部撰写数,08,张志轩,高级,0,8,8
2026-03,胸部撰写数,08,张志轩,高级,4,10,14
2026-04,胸部撰写数,08,张志轩,高级,5,23,28
2026-05,胸部撰写数,08,张志轩,高级,4,18,22
2026-06,胸部撰写数,08,张志轩,高级,6,20,26
2026-07,胸部撰写数,08,张志轩,高级,4,25,29
2007-07,胸部撰写数,09,邝怡,高级,0,1,1
2022-06,胸部撰写数,09,邝怡,高级,2,0,2
2022-10,胸部撰写数,09,邝怡,高级,1,0,1
2022-12,胸部撰写数,09,邝怡,高级,1,0,1
2023-02,胸部撰写数,09,邝怡,高级,1,0,1
2023-03,胸部撰写数,09,邝怡,高级,1,0,1
2023-04,胸部撰写数,09,邝怡,高级,2,0,2
2023-05,胸部撰写数,09,邝怡,高级,1,0,1
2023-06,胸部撰写数,09,邝怡,高级,2,1,3
2023-07,胸部撰写数,09,邝怡,高级,0,1,1
2023-09,胸部撰写数,09,邝怡,高级,1,1,2
2023-10,胸部撰写数,09,邝怡,高级,5,6,11
2023-11,胸部撰写数,09,邝怡,高级,5,2,7
2023-12,胸部撰写数,09,邝怡,高级,8,4,12
2024-01,胸部撰写数,09,邝怡,高级,2,2,4
2024-02,胸部撰写数,09,邝怡,高级,2,5,7
2024-03,胸部撰写数,09,邝怡,高级,5,2,7
2024-04,胸部撰写数,09,邝怡,高级,4,4,8
2024-05,胸部撰写数,09,邝怡,高级,4,2,6
2024-06,胸部撰写数,09,邝怡,高级,4,3,7
2024-07,胸部撰写数,09,邝怡,高级,1,4,5
2024-08,胸部撰写数,09,邝怡,高级,0,6,6
2024-09,胸部撰写数,09,邝怡,高级,2,5,7
2024-10,胸部撰写数,09,邝怡,高级,0,8,8
2024-11,胸部撰写数,09,邝怡,高级,5,8,13
2024-12,胸部撰写数,09,邝怡,高级,1,3,4
2025-01,胸部撰写数,09,邝怡,高级,1,12,13
2025-02,胸部撰写数,09,邝怡,高级,8,20,28
2025-03,胸部撰写数,09,邝怡,高级,3,12,15
2025-04,胸部撰写数,09,邝怡,高级,2,9,11
2025-05,胸部撰写数,09,邝怡,高级,5,12,17
2025-06,胸部撰写数,09,邝怡,高级,1,26,27
2025-07,胸部撰写数,09,邝怡,高级,4,9,13
2025-08,胸部撰写数,09,邝怡,高级,2,4,6
2025-09,胸部撰写数,09,邝怡,高级,0,11,11
2025-10,胸部撰写数,09,邝怡,高级,1,11,12
2025-11,胸部撰写数,09,邝怡,高级,1,18,19
2025-12,胸部撰写数,09,邝怡,高级,1,5,6
2026-01,胸部撰写数,09,邝怡,高级,10,7,17
2026-02,胸部撰写数,09,邝怡,高级,2,8,10
2026-03,胸部撰写数,09,邝怡,高级,3,11,14
2026-04,胸部撰写数,09,邝怡,高级,1,11,12
2026-05,胸部撰写数,09,邝怡,高级,1,9,10
2026-06,胸部撰写数,09,邝怡,高级,0,1,1
2026-07,胸部撰写数,09,邝怡,高级,4,8,12
2022-11,胸部撰写数,10,吴璇,高级,2,0,2
2023-02,胸部撰写数,10,吴璇,高级,1,0,1
2023-04,胸部撰写数,10,吴璇,高级,3,0,3
2023-05,胸部撰写数,10,吴璇,高级,1,0,1
2023-06,胸部撰写数,10,吴璇,高级,3,0,3
2023-07,胸部撰写数,10,吴璇,高级,2,0,2
2023-08,胸部撰写数,10,吴璇,高级,1,0,1
2023-09,胸部撰写数,10,吴璇,高级,4,0,4
2023-10,胸部撰写数,10,吴璇,高级,7,0,7
2023-11,胸部撰写数,10,吴璇,高级,7,0,7
2023-12,胸部撰写数,10,吴璇,高级,5,2,7
2024-01,胸部撰写数,10,吴璇,高级,2,0,2
2024-02,胸部撰写数,10,吴璇,高级,1,0,1
2024-03,胸部撰写数,10,吴璇,高级,6,0,6
2024-04,胸部撰写数,10,吴璇,高级,10,3,13
2024-05,胸部撰写数,10,吴璇,高级,10,1,11
2024-06,胸部撰写数,10,吴璇,高级,6,12,18
2024-07,胸部撰写数,10,吴璇,高级,3,4,7
2024-08,胸部撰写数,10,吴璇,高级,6,5,11
2024-09,胸部撰写数,10,吴璇,高级,3,9,12
2024-10,胸部撰写数,10,吴璇,高级,5,13,18
2024-11,胸部撰写数,10,吴璇,高级,11,12,23
2024-12,胸部撰写数,10,吴璇,高级,3,12,15
2025-01,胸部撰写数,10,吴璇,高级,2,8,10
2025-02,胸部撰写数,10,吴璇,高级,9,6,15
2025-03,胸部撰写数,10,吴璇,高级,5,1,6
2025-04,胸部撰写数,10,吴璇,高级,1,12,13
2025-05,胸部撰写数,10,吴璇,高级,7,12,19
2025-06,胸部撰写数,10,吴璇,高级,3,11,14
2025-07,胸部撰写数,10,吴璇,高级,11,15,26
2025-08,胸部撰写数,10,吴璇,高级,0,9,9
2025-09,胸部撰写数,10,吴璇,高级,0,11,11
2025-10,胸部撰写数,10,吴璇,高级,6,19,25
2025-11,胸部撰写数,10,吴璇,高级,11,18,29
2025-12,胸部撰写数,10,吴璇,高级,13,17,30
2026-01,胸部撰写数,10,吴璇,高级,2,18,20
2026-02,胸部撰写数,10,吴璇,高级,2,15,17
2026-03,胸部撰写数,10,吴璇,高级,5,19,24
2026-04,胸部撰写数,10,吴璇,高级,4,12,16
2026-05,胸部撰写数,10,吴璇,高级,4,12,16
2026-06,胸部撰写数,10,吴璇,高级,3,16,19
2026-07,胸部撰写数,10,吴璇,高级,9,17,26
2023-10,胸部撰写数,11,张秋梅,中级,6,0,6
2023-11,胸部撰写数,11,张秋梅,中级,2,0,2
2023-12,胸部撰写数,11,张秋梅,中级,4,0,4
2024-01,胸部撰写数,11,张秋梅,中级,1,0,1
2024-02,胸部撰写数,11,张秋梅,中级,4,0,4
2024-03,胸部撰写数,11,张秋梅,中级,4,0,4
2024-04,胸部撰写数,11,张秋梅,中级,4,0,4
2024-05,胸部撰写数,11,张秋梅,中级,5,0,5
2024-06,胸部撰写数,11,张秋梅,中级,12,0,12
2024-07,胸部撰写数,11,张秋梅,中级,10,0,10
2024-08,胸部撰写数,11,张秋梅,中级,9,0,9
2024-09,胸部撰写数,11,张秋梅,中级,10,0,10
2024-10,胸部撰写数,11,张秋梅,中级,6,0,6
2024-11,胸部撰写数,11,张秋梅,中级,10,0,10
2024-12,胸部撰写数,11,张秋梅,中级,9,0,9
2025-01,胸部撰写数,11,张秋梅,中级,10,0,10
2025-02,胸部撰写数,11,张秋梅,中级,11,0,11
2025-03,胸部撰写数,11,张秋梅,中级,8,0,8
2025-04,胸部撰写数,11,张秋梅,中级,20,0,20
2025-05,胸部撰写数,11,张秋梅,中级,14,0,14
2025-06,胸部撰写数,11,张秋梅,中级,19,0,19
2025-07,胸部撰写数,11,张秋梅,中级,13,0,13
2025-08,胸部撰写数,11,张秋梅,中级,21,0,21
2025-09,胸部撰写数,11,张秋梅,中级,21,0,21
2025-10,胸部撰写数,11,张秋梅,中级,20,0,20
2025-11,胸部撰写数,11,张秋梅,中级,26,0,26
2025-12,胸部撰写数,11,张秋梅,中级,13,0,13
2026-01,胸部撰写数,11,张秋梅,中级,21,0,21
2026-02,胸部撰写数,11,张秋梅,中级,4,0,4
2026-03,胸部撰写数,11,张秋梅,中级,19,0,19
2026-04,胸部撰写数,11,张秋梅,中级,18,1,19
2026-05,胸部撰写数,11,张秋梅,中级,11,1,12
2026-06,胸部撰写数,11,张秋梅,中级,8,0,8
2026-07,胸部撰写数,11,张秋梅,中级,12,0,12
2023-10,胸部撰写数,12,刘慜思,中级,2,0,2
2023-11,胸部撰写数,12,刘慜思,中级,4,0,4
2023-12,胸部撰写数,12,刘慜思,中级,5,0,5
2024-01,胸部撰写数,12,刘慜思,中级,3,0,3
2024-02,胸部撰写数,12,刘慜思,中级,6,0,6
2024-03,胸部撰写数,12,刘慜思,中级,2,0,2
2024-04,胸部撰写数,12,刘慜思,中级,4,0,4
2024-05,胸部撰写数,12,刘慜思,中级,6,0,6
2024-06,胸部撰写数,12,刘慜思,中级,7,0,7
2024-07,胸部撰写数,12,刘慜思,中级,12,0,12
2024-08,胸部撰写数,12,刘慜思,中级,8,0,8
2024-09,胸部撰写数,12,刘慜思,中级,3,0,3
2024-10,胸部撰写数,12,刘慜思,中级,6,0,6
2024-11,胸部撰写数,12,刘慜思,中级,6,0,6
2024-12,胸部撰写数,12,刘慜思,中级,5,0,5
2025-01,胸部撰写数,12,刘慜思,中级,11,0,11
2025-02,胸部撰写数,12,刘慜思,中级,12,0,12
2025-03,胸部撰写数,12,刘慜思,中级,14,0,14
2025-04,胸部撰写数,12,刘慜思,中级,5,0,5
2025-05,胸部撰写数,12,刘慜思,中级,20,0,20
2025-06,胸部撰写数,12,刘慜思,中级,12,0,12
2025-07,胸部撰写数,12,刘慜思,中级,1,0,1
2025-08,胸部撰写数,12,刘慜思,中级,11,0,11
2025-09,胸部撰写数,12,刘慜思,中级,8,0,8
2025-10,胸部撰写数,12,刘慜思,中级,20,0,20
2025-11,胸部撰写数,12,刘慜思,中级,21,0,21
2025-12,胸部撰写数,12,刘慜思,中级,10,0,10
2026-01,胸部撰写数,12,刘慜思,中级,17,0,17
2026-02,胸部撰写数,12,刘慜思,中级,9,0,9
2026-03,胸部撰写数,12,刘慜思,中级,10,0,10
2026-04,胸部撰写数,12,刘慜思,中级,24,0,24
2026-05,胸部撰写数,12,刘慜思,中级,22,0,22
2026-06,胸部撰写数,12,刘慜思,中级,16,0,16
2026-07,胸部撰写数,12,刘慜思,中级,11,0,11
2023-05,胸部撰写数,13,康博,其它,1,0,1
2023-06,胸部撰写数,13,康博,其它,2,0,2
2023-07,胸部撰写数,13,康博,其它,1,0,1
2023-08,胸部撰写数,13,康博,其它,1,0,1
2023-09,胸部撰写数,13,康博,其它,1,1,2
2023-10,胸部撰写数,13,康博,其它,21,0,21
2023-11,胸部撰写数,13,康博,其它,8,0,8
2023-12,胸部撰写数,13,康博,其它,8,0,8
2024-01,胸部撰写数,13,康博,其它,15,0,15
2024-02,胸部撰写数,13,康博,其它,5,0,5
2024-03,胸部撰写数,13,康博,其它,10,0,10
2024-04,胸部撰写数,13,康博,其它,19,0,19
2024-05,胸部撰写数,13,康博,其它,13,0,13
2024-06,胸部撰写数,13,康博,其它,29,0,29
2024-07,胸部撰写数,13,康博,其它,15,0,15
2024-08,胸部撰写数,13,康博,其它,11,0,11
2024-09,胸部撰写数,13,康博,其它,27,0,27
2024-10,胸部撰写数,13,康博,其它,17,1,18
2024-11,胸部撰写数,13,康博,其它,15,0,15
2024-12,胸部撰写数,13,康博,其它,27,0,27
2025-01,胸部撰写数,13,康博,其它,2,0,2
2025-02,胸部撰写数,13,康博,其它,12,1,13
2025-03,胸部撰写数,13,康博,其它,17,0,17
2025-04,胸部撰写数,13,康博,其它,18,0,18
2025-05,胸部撰写数,13,康博,其它,20,0,20
2025-06,胸部撰写数,13,康博,其它,14,0,14
2025-07,胸部撰写数,13,康博,其它,9,0,9
